03-26-2020,12
03-27-2020,12
03-28-2020,15
03-29-2020,19
03-30-2020,20
03-31-2020,19
04-01-2020,22
04-02-2020,29
04-03-2020,31
04-04-2020,31
04-05-2020,36
04-06-2020,42
04-07-2020,44
04-08-2020,43
04-09-2020,46
04-10-2020,45
04-11-2020,41
04-12-2020,40
04-13-2020,43
04-14-2020,43
04-15-2020,46
04-16-2020,50
04-17-2020,48
04-18-2020,46
04-19-2020,43
04-20-2020,45
04-21-2020,46
04-22-2020,41
04-23-2020,43
04-24-2020,43
04-25-2020,40
04-26-2020,42
04-27-2020,47
04-28-2020,44
04-29-2020,42
04-30-2020,36
05-01-2020,36
05-02-2020,38
05-03-2020,37
05-04-2020,38
05-05-2020,38
05-06-2020,35
05-07-2020,34
05-08-2020,33
05-09-2020,33
05-10-2020,33
05-11-2020,35
05-12-2020,35
05-13-2020,32
05-14-2020,38
05-15-2020,36
05-16-2020,41
05-17-2020,43
05-18-2020,46
05-19-2020,48
05-20-2020,50
05-21-2020,48
05-22-2020,53
05-23-2020,54
05-24-2020,55
05-25-2020,62
05-26-2020,63
05-27-2020,53
05-28-2020,54
05-29-2020,60
05-30-2020,57
05-31-2020,62
06-01-2020,62
06-02-2020,59
06-03-2020,55
06-04-2020,56
06-05-2020,59
06-06-2020,55
06-07-2020,50
06-08-2020,48
06-09-2020,48
06-10-2020,40
06-11-2020,36
06-12-2020,32
06-13-2020,31
06-14-2020,29
06-15-2020,29
06-16-2020,25
06-17-2020,24
06-18-2020,19
06-19-2020,19
06-20-2020,16
06-21-2020,18
06-22-2020,18
06-23-2020,17
06-24-2020,13
06-25-2020,15
06-26-2020,18
06-27-2020,18
06-28-2020,21
06-29-2020,25
06-30-2020,28
07-01-2020,35
07-02-2020,35
07-03-2020,33
07-04-2020,32
07-05-2020,31
07-06-2020,33
