03-26-2020,39
03-27-2020,45
03-28-2020,50
03-29-2020,56
03-30-2020,61
03-31-2020,73
04-01-2020,84
04-02-2020,93
04-03-2020,93
04-04-2020,110
04-05-2020,120
04-06-2020,125
04-07-2020,127
04-08-2020,121
04-09-2020,131
04-10-2020,134
04-11-2020,137
04-12-2020,142
04-13-2020,143
04-14-2020,146
04-15-2020,144
04-16-2020,145
04-17-2020,140
04-18-2020,146
04-19-2020,142
04-20-2020,143
04-21-2020,139
04-22-2020,141
04-23-2020,135
04-24-2020,140
04-25-2020,135
04-26-2020,140
04-27-2020,140
04-28-2020,129
04-29-2020,129
04-30-2020,127
05-01-2020,127
05-02-2020,123
05-03-2020,128
05-04-2020,132
05-05-2020,131
05-06-2020,131
05-07-2020,123
05-08-2020,126
05-09-2020,124
05-10-2020,128
05-11-2020,134
05-12-2020,133
05-13-2020,141
05-14-2020,143
05-15-2020,156
05-16-2020,163
05-17-2020,167
05-18-2020,180
05-19-2020,170
05-20-2020,175
05-21-2020,186
05-22-2020,193
05-23-2020,191
05-24-2020,192
05-25-2020,199
05-26-2020,206
05-27-2020,206
05-28-2020,211
05-29-2020,216
05-30-2020,216
05-31-2020,218
06-01-2020,214
06-02-2020,209
06-03-2020,208
06-04-2020,204
06-05-2020,201
06-06-2020,190
06-07-2020,191
06-08-2020,188
06-09-2020,184
06-10-2020,182
06-11-2020,167
06-12-2020,153
06-13-2020,150
06-14-2020,149
06-15-2020,143
06-16-2020,145
06-17-2020,129
06-18-2020,128
06-19-2020,117
06-20-2020,113
06-21-2020,108
06-22-2020,102
06-23-2020,94
06-24-2020,87
06-25-2020,84
06-26-2020,82
06-27-2020,77
06-28-2020,80
06-29-2020,81
06-30-2020,82
07-01-2020,73
07-02-2020,72
07-03-2020,74
07-04-2020,74
07-04-2020,71
