,date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,fips,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
11,20200619,AZ,46689,345527,,1832.0,4246,519.0,,362.0,,7018.0,A+,6/19/2020 00:00,2020-06-19T00:00:00Z,06/18 20:00,1312.0,4246,2020-06-19T00:00:00Z,391850,,,46323.0,4,3246,9238,392216,392216,12484,392216,41,5,da91c96f331be64cc438d1f89bdc953243e88009,0,0,0,0,0,
12,20200618,AZ,43443,336289,,1667.0,4241,540.0,,341.0,,6863.0,A+,6/18/2020 00:00,2020-06-18T00:00:00Z,06/17 20:00,1271.0,4241,2020-06-18T00:00:00Z,379374,,,43085.0,4,2519,11020,379732,379732,13539,379732,32,17,4eba9410d237b092bb1816f48df60e587d417387,0,0,0,0,0,
13,20200617,AZ,40924,325269,,1582.0,4224,531.0,,346.0,,6715.0,A+,6/17/2020 00:00,2020-06-17T00:00:00Z,06/16 20:00,1239.0,4224,2020-06-17T00:00:00Z,365846,,,40577.0,4,1827,10032,366193,366193,11859,366193,20,15,70ad65ec174c88eada68dc9e5c97541c7deaf4c2,0,0,0,0,0,
14,20200616,AZ,39097,315237,,1506.0,4209,502.0,,340.0,,6598.0,A+,6/16/2020 00:00,2020-06-16T00:00:00Z,06/15 20:00,1219.0,4209,2020-06-16T00:00:00Z,353991,,,38754.0,4,2392,6685,354334,354334,9077,354334,25,27,32587acee2c6c602932d061254dbe17300e571f6,0,0,0,0,0,
15,20200615,AZ,36705,308552,,1449.0,4182,464.0,,307.0,,6462.0,A+,6/15/2020 00:00,2020-06-15T00:00:00Z,06/14 20:00,1194.0,4182,2020-06-15T00:00:00Z,344929,,,36377.0,4,1014,6198,345257,345257,7212,345257,8,34,a241245e1ea9cc4b4f2eba3ceb63a3f8effba87a,0,0,0,0,0,
16,20200614,AZ,35691,302354,,1457.0,4148,452.0,,317.0,,6333.0,A+,6/14/2020 00:00,2020-06-14T00:00:00Z,06/13 20:00,1186.0,4148,2020-06-14T00:00:00Z,337728,,,35374.0,4,1233,8415,338045,338045,9648,338045,3,33,24da53932494def5560b3b7bb590cdbbafe649af,0,0,0,0,0,
17,20200613,AZ,34458,293939,,1412.0,4115,447.0,,309.0,,6209.0,A+,6/13/2020 00:00,2020-06-13T00:00:00Z,06/12 20:00,1183.0,4115,2020-06-13T00:00:00Z,328085,,,34146.0,4,1540,4078,328397,328397,5618,328397,39,36,c15ad70c438e0427a76b9632afeb32ccafedc863,0,0,0,0,0,
18,20200612,AZ,32918,289861,,1336.0,4079,429.0,,278.0,,5980.0,A+,6/12/2020 00:00,2020-06-12T00:00:00Z,06/11 20:00,1144.0,4079,2020-06-12T00:00:00Z,320816,,,30955.0,4,1654,11543,322779,322779,13197,322779,17,38,0763d59e9d5ba11e5e02a7db88c860793e140854,0,0,0,0,0,
19,20200611,AZ,31264,278318,,1291.0,4041,429.0,,278.0,,5980.0,A+,6/11/2020 00:00,2020-06-11T00:00:00Z,06/10 20:00,1127.0,4041,2020-06-11T00:00:00Z,309273,,,30955.0,4,1412,8483,309582,309582,9895,309582,32,41,4ec0bb98efa9331104acea56e4c3728293cf7599,0,0,0,0,0,
20,20200610,AZ,29852,269835,,1274.0,4000,413.0,,273.0,,5851.0,A+,6/10/2020 00:00,2020-06-10T00:00:00Z,06/09 20:00,1095.0,4000,2020-06-10T00:00:00Z,299687,,,,4,1556,4918,299687,299687,6474,299687,25,41,4ad97f185876499f03138d497b8184ca4bd874e7,0,0,0,0,0,
21,20200609,AZ,28296,264917,,1243.0,3959,438.0,,264.0,,5764.0,A+,6/9/2020 00:00,2020-06-09T00:00:00Z,06/08 20:00,1070.0,3959,2020-06-09T00:00:00Z,293213,,,,4,618,4514,293213,293213,5132,293213,23,48,662b1fba58f894d9ef819536f53b6a9cdc62b5e9,0,0,0,0,0,
22,20200608,AZ,27678,260403,,1266.0,3911,390.0,,246.0,,5639.0,A+,6/8/2020 00:00,2020-06-08T00:00:00Z,06/07 20:00,1047.0,3911,2020-06-08T00:00:00Z,288081,,,,4,789,5671,288081,288081,6460,288081,3,64,e3bf0ae76237b48ae6ce2ad5e11cd0d2f13e4e30,0,0,0,0,0,
23,20200607,AZ,26889,254732,,1252.0,3847,392.0,,248.0,,5517.0,A+,6/7/2020 00:00,2020-06-07T00:00:00Z,06/06 20:00,1044.0,3847,2020-06-07T00:00:00Z,281621,,,,4,1438,8537,281621,281621,9975,281621,2,70,4794dcce303901d6dd1f53e4bf8c23fe3ba699e0,0,0,0,0,0,
24,20200606,AZ,25451,246195,,1278.0,3777,391.0,,292.0,,5399.0,A+,6/6/2020 00:00,2020-06-06T00:00:00Z,06/05 20:00,1042.0,3777,2020-06-06T00:00:00Z,271646,,,,4,1119,6662,271646,271646,7781,271646,30,65,0c2fc3ba3e8b1f88d530e37ef65fa9d9a2eb1cb2,0,0,0,0,0,
25,20200605,AZ,24332,239533,,1234.0,3712,375.0,,241.0,,5298.0,A+,6/5/2020 00:00,2020-06-05T00:00:00Z,06/04 20:00,1012.0,3712,2020-06-05T00:00:00Z,263865,,,,4,1579,12531,263865,263865,14110,263865,16,70,70c617c7564a24ae4b3d21b31cb3b716f8739e6c,0,0,0,0,0,
26,20200604,AZ,22753,227002,,1079.0,3642,375.0,,223.0,,5172.0,A+,6/4/2020 00:00,2020-06-04T00:00:00Z,06/03 20:00,996.0,3642,2020-06-04T00:00:00Z,249755,,,,4,520,4710,249755,249755,5230,249755,15,53,4da1dbad576cd4be5dc6e272dd2055f75cb5d630,0,0,0,0,0,
