,date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,fips,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
0,20200809,GA,216596,1618452.0,,2865.0,20628.0,,3752.0,,,,A,8/9/2020 14:50,2020-08-09T14:50:00Z,08/09 10:50,4199.0,20628.0,2020-08-09T14:50:00Z,1835048.0,199610.0,1635438.0,216596.0,,,13,3169,33913,1835048,1835048,37082,1835048,13,72,3cfe1fd81ff7778ca49f37e688a8cd52fdf05b85,0,0,0,0,0,
1,20200808,GA,213427,1584539.0,,2878.0,20556.0,,3739.0,,,,A,8/8/2020 14:50,2020-08-08T14:50:00Z,08/08 10:50,4186.0,20556.0,2020-08-08T14:50:00Z,,196576.0,1601390.0,213427.0,,,13,4423,40414,1797966,1797966,44837,1797966,69,274,eb32673bed2881d17a1627243e94ba68f4d93448,0,0,0,0,0,
2,20200807,GA,209004,1544125.0,,2981.0,20282.0,,3700.0,,,,A,8/7/2020 14:50,2020-08-07T14:50:00Z,08/07 10:50,4117.0,20282.0,2020-08-07T14:50:00Z,,192229.0,1560900.0,209004.0,,,13,4109,24258,1753129,1753129,28367,1753129,91,280,c154d46432579e7f28262fec81f17d44acf22101,0,0,0,0,0,
3,20200806,GA,204895,1519867.0,,3006.0,20002.0,,3647.0,,,,A,8/6/2020 14:50,2020-08-06T14:50:00Z,08/06 10:50,4026.0,20002.0,2020-08-06T14:50:00Z,,188995.0,1535767.0,204895.0,,,13,3182,26356,1724762,1724762,29538,1724762,42,214,a2757183fb4536fa2600d2b67daceb362292f577,0,0,0,0,0,
4,20200805,GA,201713,1493511.0,,3077.0,19788.0,,3616.0,,,,A,8/5/2020 14:50,2020-08-05T14:50:00Z,08/05 10:50,3984.0,19788.0,2020-08-05T14:50:00Z,,185954.0,1509270.0,201713.0,,,13,3765,27047,1695224,1695224,30812,1695224,142,362,4210cf785db3c4baa4745b11d49dee2c1fb760c8,0,0,0,0,0,
5,20200804,GA,197948,1466464.0,,3094.0,19426.0,,3556.0,,,,A,8/4/2020 14:50,2020-08-04T14:50:00Z,08/04 10:50,3842.0,19426.0,2020-08-04T14:50:00Z,,182579.0,1481833.0,197948.0,,,13,2513,15498,1664412,1664412,18011,1664412,0,302,af9f785693ab02c665e92a29f1607c6f0e97dc61,0,0,0,0,0,
6,20200803,GA,195435,1450966.0,,3111.0,19124.0,,3512.0,,,,A,8/3/2020 14:50,2020-08-03T14:50:00Z,08/03 10:50,3842.0,19124.0,2020-08-03T14:50:00Z,,180291.0,1466110.0,195435.0,,,13,2258,19503,1646401,1646401,21761,1646401,2,60,0aa64c53117bf21ae648b78be897fdd7e0d8606d,0,0,0,0,0,
7,20200802,GA,193177,1431463.0,,3069.0,19064.0,,3496.0,,,,A,8/2/2020 14:50,2020-08-02T14:50:00Z,08/02 10:50,3840.0,19064.0,2020-08-02T14:50:00Z,,177680.0,1446960.0,193177.0,,,13,3165,25390,1624640,1624640,28555,1624640,15,69,7d1fae91e9b4d272c4d42f02e4146657ab4b56e2,0,0,0,0,0,
8,20200801,GA,190012,1406073.0,,3095.0,18995.0,,3475.0,,,,A,8/1/2020 14:50,2020-08-01T14:50:00Z,08/01 10:50,3825.0,18995.0,2020-08-01T14:50:00Z,,174402.0,1421683.0,190012.0,,,13,3660,17738,1596085,1596085,21398,1596085,73,306,898e5e8e22868dc6e1b795718f1c2350a2bace51,0,0,0,0,0,
9,20200731,GA,186352,1388335.0,,3155.0,18689.0,,3414.0,,,,A,7/31/2020 14:50,2020-07-31T14:50:00Z,07/31 10:50,3752.0,18689.0,2020-07-31T14:50:00Z,,171306.0,1403381.0,186352.0,,,13,4066,29232,1574687,1574687,33298,1574687,81,386,dedb4814d43a9262eca64d266bf30b2941ea520b,0,0,0,0,0,
10,20200730,GA,182286,1359103.0,,3200.0,18303.0,,3354.0,,,,A,7/30/2020 14:50,2020-07-30T14:50:00Z,07/30 10:50,3671.0,18303.0,2020-07-30T14:50:00Z,,167410.0,1373979.0,182286.0,,,13,3963,24962,1541389,1541389,28925,1541389,29,339,8e455fb0d5ecd52f4e21205909ee3b9561253ff1,0,0,0,0,0,
11,20200729,GA,178323,1334141.0,,3188.0,17964.0,,3301.0,,,,A,7/29/2020 14:50,2020-07-29T14:50:00Z,07/29 10:50,3642.0,17964.0,2020-07-29T14:50:00Z,,163761.0,1348703.0,178323.0,,,13,3271,21867,1512464,1512464,25138,1512464,79,420,45eefaf8a8e9adb36dfc66d7d23bf697954d660c,0,0,0,0,0,
